,Unnamed: 0,RefId,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,AAAP,AACP,ARAP,ARCP,CAAP,CACP,CRAP,CRCP,BYRNO,VNST,VehBCost,WarrantyCost,PurchYear,PurchMonth,PurchDay,PurchWeekDay,EngineLiters,NumCylinders,4X4,WheelDrive,NumDoors,PCA1,PCA2,IsBadBuy
3827,52136,16319,3/25/2009,MANHEIM,2007.0,3.0,GM,DURANGO,LS,SEDAN,SILVER,AUTO,Covers,64525,AMERICAN,7928.0,8919.0,11430.0,12676.0,8186.0,9279.0,11674.0,12864.0,20928,FL,4400.0,1020,2010.0,7.0,12.0,Wednesday,5.481469403215903,4.0,0,0,4.0,10754.90689513783,-1117.5671302451944,0
3828,49414,21791,8/26/2010,OTHER,2007.0,2.0,GM,FOCUS,Bas,SEDAN,BLUE,AUTO,Alloy,97179,AMERICAN,7982.0,9433.0,9121.0,10688.0,7982.0,9433.0,9121.0,10688.0,1235,ID,5455.0,1485,2009.0,7.0,8.0,Thursday,2.0,4.0,0,0,4.0,5186.006013855017,-1227.2881252955542,0
3829,51216,1413,9/22/2009,ADESA,2006.0,4.0,GM,JETTA,LT,SEDAN,PURPLE,AUTO,Covers,63330,AMERICAN,9332.0,11746.0,12969.0,15494.0,10343.0,12573.0,14638.0,17793.0,99740,PA,7425.0,1703,2010.0,12.0,22.0,Tuesday,2.4681893338666034,6.0,0,0,4.0,-5050.645932640595,1285.5715831063574,0
3830,28981,42583,9/30/2010,MANHEIM,2003.0,7.0,FORD,ESCORT,ZX2,COUPE,RED,AUTO,Covers,90216,AMERICAN,2077.0,2903.0,4864.0,5749.0,2023.0,2590.0,4480.0,5230.0,52492,SC,3150.0,1785,2010.0,9.0,30.0,Thursday,1.8809127765559417,8.0,0,0,2.0,-12255.206494728089,-1669.3989526611829,0
3831,41325,3962,8/11/2010,OTHER,2003.0,7.0,GM,SUBURBAN 1500,LX,COUPE,WHITE,AUTO,Covers,49551,AMERICAN,1899.0,2979.0,4880.0,5971.0,2734.0,3681.0,5449.0,6369.0,5546,AL,6200.0,623,2010.0,11.0,17.0,Wednesday,3.008536475550542,5.0,0,0,4.0,944.6678089851404,-1006.2017658217027,0
3832,10886,53359,8/21/2009,OTHER,2008.0,1.0,CHRYSLER,AVENGER,SE,SEDAN,SILVER,AUTO,Covers,42741,AMERICAN,8258.0,9007.0,9419.0,10228.0,8568.0,9325.0,9753.0,10571.0,99761,OK,8300.0,834,2009.0,8.0,21.0,Friday,2.4,4.0,0,0,4.0,3376.198240411796,2318.765169307304,0
3833,20777,45918,12/2/2009,MANHEIM,2003.0,6.0,FORD,EXPLORER,XLT,SUV,SILVER,AUTO,Alloy,75267,AMERICAN,5461.0,7305.0,6398.0,8389.0,4833.0,6254.0,8747.0,10239.0,25100,MO,8975.0,2391,2009.0,12.0,2.0,Wednesday,4.6,8.0,YES,0,4.0,-2513.7973833232186,156.09497653632963,0
3834,5505,10649,6/8/2010,MANHEIM,2002.0,8.0,FORD,ESCAPE,XLT,SUV,RED,AUTO,Alloy,75711,AMERICAN,4076.0,5217.0,7126.0,8371.0,3559.0,4775.0,6696.0,8059.0,25100,TX,6885.0,1220,2010.0,6.0,8.0,Tuesday,3.0,6.0,NO,0,4.0,-5847.718868175159,-1602.225326401826,0
3835,12118,28257,10/14/2009,MANHEIM,2004.0,5.0,HYUNDAI,SONATA,GLS,SEDAN,SILVER,AUTO,Alloy,61776,KOREAN,3685.0,5111.0,4480.0,6020.0,3111.0,4150.0,6023.0,7252.0,21973,FL,6000.0,728,2009.0,10.0,14.0,Wednesday,2.7,6.0,0,0,4.0,-8867.910058540805,73.42788853474477,0
3836,17938,60257,9/25/2009,ADESA,2002.0,7.0,TOYOTA,CAMRY,LE,SEDAN,GOLD,AUTO,Alloy,84301,JAPANESE,5208.0,5894.0,6125.0,6866.0,5319.0,5966.0,7771.0,9100.0,18111,TN,8210.0,894,2009.0,9.0,25.0,Friday,2.4,4.0,0,0,4.0,-4545.387579878514,791.4057102702279,0
3837,42973,58122,10/13/2010,ADESA,2003.0,7.0,CHRYSLER,MALIBU,Bas,WAGON,GREEN,AUTO,Alloy,69170,AMERICAN,2473.0,3565.0,5431.0,6418.0,2526.0,3547.0,5293.0,5962.0,18822,TX,7430.0,825,2010.0,9.0,2.0,Wednesday,3.320030768060949,6.0,0,0,4.0,14339.759481044264,-907.5254746267212,0
3838,28195,62704,1/26/2010,MANHEIM,2007.0,3.0,GM,G6,Bas,SEDAN,BLACK,AUTO,Covers,52571,AMERICAN,6690.0,7641.0,10629.0,11943.0,7916.0,8860.0,11309.0,12265.0,19064,NC,7130.0,837,2010.0,1.0,26.0,Tuesday,2.70411093140822,4.0,0,0,4.0,4546.97043260164,-999.3707490563344,0
3839,17341,58341,3/24/2009,ADESA,2005.0,4.0,CHRYSLER,PT CRUISER,Tou,SEDAN,BLUE,AUTO,Covers,52002,AMERICAN,5003.0,5949.0,5903.0,6925.0,4554.0,5589.0,5418.0,6536.0,20392,TX,5495.0,1086,2009.0,3.0,24.0,Tuesday,2.4,4.0,0,0,4.0,-6921.886361223597,1375.6445631876416,0
3840,33020,6344,10/28/2010,MANHEIM,2008.0,2.0,MAZDA,MAZDA6,i,SEDAN,BEIGE,AUTO,Alloy,65065,JAPANESE,9967.0,11268.0,15037.0,17000.0,10336.0,11614.0,13310.0,14460.0,18111,GA,8610.0,1118,2010.0,10.0,28.0,Thursday,3.5270155682195967,7.0,0,0,4.0,13668.140918583396,-1078.5342723579117,0
3841,31999,2688,11/16/2010,ADESA,2005.0,5.0,CHRYSLER,1500 RAM PICKUP,SLT,CAB,BLACK,AUTO,Alloy,62236,AMERICAN,8235.0,10220.0,12691.0,14892.0,8266.0,10682.0,12427.0,14647.0,52117,OH,11225.0,825,2010.0,11.0,16.0,Tuesday,4.7,6.0,NO,0,4.0,9897.830850497035,-1337.4534531462534,0
3842,41330,69041,3/12/2010,ADESA,2003.0,6.0,CHRYSLER,G6,150,SEDAN,WHITE,AUTO,Covers,49984,AMERICAN,7272.0,8756.0,8354.0,9956.0,7250.0,9265.0,8330.0,10506.0,20740,TN,6405.0,975,2009.0,8.0,11.0,Friday,5.3,5.0,0,0,4.0,16110.010467592954,1255.6923797995228,0
3843,41875,7310,10/1/2009,MANHEIM,2004.0,6.0,GM,MALIBU,XLS,SEDAN,RED,AUTO,Alloy,69781,AMERICAN,5843.0,7147.0,9576.0,10963.0,5110.0,6116.0,8244.0,9449.0,18111,GA,7510.0,1703,2010.0,3.0,5.0,Thursday,3.0,6.0,0,0,4.0,4763.824827703802,-471.03702713878164,0
3844,47223,60933,4/1/2010,MANHEIM,2001.0,9.0,CHRYSLER,STRATUS,XL,SEDAN,WHITE,AUTO,Covers,63899,AMERICAN,2542.0,3430.0,5529.0,6603.0,3304.0,4317.0,6287.0,7293.0,5546,FL,6070.0,1020,2010.0,10.0,28.0,Thursday,3.0,6.0,0,0,4.0,-10947.95481123731,1129.4057892860922,0
3845,5165,58269,2/24/2009,ADESA,2006.0,3.0,GM,TRAILBLAZER,LS,SUV,SILVER,AUTO,Alloy,74465,AMERICAN,8963.0,10645.0,10180.0,11997.0,9277.0,10965.0,10519.0,12342.0,22808,TX,8320.0,1155,2009.0,2.0,24.0,Tuesday,4.2,6.0,NO,0,4.0,6868.8917780011825,2621.3380322101625,0
3846,6839,5293,1/12/2010,MANHEIM,2005.0,5.0,CHRYSLER,STRATUS,SXT,SEDAN,GREY,AUTO,Covers,75194,AMERICAN,3584.0,4732.0,6896.0,7774.0,3789.0,4901.0,6770.0,7957.0,835,AZ,5140.0,1155,2010.0,1.0,12.0,Tuesday,2.7838487636612688,4.0,0,0,4.0,-6384.155954554539,-1457.4288352831534,0
3847,822,42520,9/23/2010,MANHEIM,2002.0,8.0,FORD,GRAND MARQUIS,LS,SEDAN,GOLD,AUTO,Alloy,87908,AMERICAN,3624.0,4764.0,6042.0,7584.0,3842.0,4916.0,7051.0,8124.0,52492,SC,5270.0,894,2010.0,9.0,23.0,Thursday,2.5569157882372204,6.0,0,0,4.0,-6568.28667332972,-1083.3530026544736,0
3848,19556,61919,3/5/2010,ADESA,2008.0,2.0,GM,IMPALA,LS,SEDAN,WHITE,AUTO,Covers,75384,AMERICAN,8856.0,9936.0,12316.0,13768.0,8162.0,9224.0,12391.0,14003.0,23359,CA,8715.0,1974,2010.0,3.0,5.0,Friday,3.5,6.0,0,0,4.0,8614.862130295622,-1194.651190691756,0
3849,35047,21702,7/23/2009,OTHER,2006.0,3.0,GM,G6,Bas,SEDAN,GOLD,AUTO,Covers,58344,AMERICAN,6881.0,8242.0,7931.0,9401.0,6881.0,8242.0,7931.0,9401.0,3453,ID,7720.0,837,2009.0,7.0,23.0,Thursday,2.4,4.0,0,0,4.0,-191.89952162596347,2000.0527701520775,0
3850,29611,35606,3/12/2009,MANHEIM,2004.0,5.0,CHRYSLER,TOWN & COUNTRY V,Bas,MINIVAN,BLUE,AUTO,Covers,71656,AMERICAN,4800.0,5817.0,5684.0,6782.0,4812.0,6259.0,5697.0,7260.0,20740,VA,4820.0,1623,2009.0,3.0,12.0,Thursday,3.3,7.0,NO,Front,5.0,-6474.093357803031,1599.3519804796838,0
3851,38587,41733,8/19/2010,MANHEIM,2006.0,4.0,NISSAN,ALTIMA,SE,SEDAN,BLACK,AUTO,Alloy,76482,JAPANESE,7400.0,8923.0,11046.0,12717.0,7080.0,8771.0,10688.0,12305.0,20740,FL,8850.0,686,2010.0,8.0,19.0,Thursday,2.5321976380607394,6.0,0,0,4.0,5150.5243960315165,-1025.5979141409227,0
3852,23106,21402,7/27/2010,OTHER,2007.0,3.0,CHRYSLER,CHARGER,Bas,SEDAN,SILVER,AUTO,Covers,74340,AMERICAN,10473.0,12130.0,14423.0,16230.0,10272.0,12041.0,14244.0,15958.0,21053,CA,10345.0,1389,2010.0,7.0,27.0,Tuesday,3.5,6.0,0,0,4.0,14631.862768430075,-402.1149657585987,0
3853,47815,47021,7/7/2009,MANHEIM,2003.0,6.0,GM,FRONTIER PICKUP,SLT,SEDAN,GREY,AUTO,Covers,91759,AMERICAN,5457.0,7026.0,6394.0,8088.0,5555.0,6563.0,9340.0,10135.0,19064,TX,3910.0,2074,2009.0,9.0,17.0,Tuesday,4.7,8.0,0,0,4.0,3633.423387248539,-1078.1109514123532,0
3854,28409,24285,9/2/2009,OTHER,2002.0,7.0,CHRYSLER,DURANGO,Spo,SUV,GREEN,AUTO,Alloy,79836,AMERICAN,3768.0,4519.0,4569.0,5381.0,3748.0,4499.0,4548.0,5359.0,18880,SC,5400.0,1689,2009.0,9.0,2.0,Wednesday,4.7,8.0,NO,0,4.0,-10280.035155972926,1225.194117993884,0
3855,36657,58662,7/28/2010,OTHER,2004.0,6.0,CHRYSLER,PT CRUISER,Bas,SEDAN,RED,AUTO,Covers,69752,AMERICAN,2976.0,3822.0,6209.0,7392.0,3493.0,4518.0,7370.0,9533.0,19619,FL,4925.0,1215,2010.0,7.0,28.0,Wednesday,3.73764584623778,6.0,0,0,4.0,-6624.573214630638,-2294.9475209091893,0
3856,3862,21291,1/8/2009,MANHEIM,2003.0,6.0,FORD,FOCUS,SE,SEDAN,SILVER,AUTO,Alloy,67125,AMERICAN,2575.0,3416.0,3281.0,4189.0,3251.0,4162.0,4011.0,4995.0,22808,TX,4710.0,1320,2009.0,1.0,8.0,Thursday,2.0,4.0,0,0,4.0,-12569.453331619592,1269.5159383087826,0
3857,22463,10305,5/5/2009,OTHER,2002.0,7.0,CHRYSLER,CARAVAN,SE,MINIVAN,RED,AUTO,Covers,45190,AMERICAN,2622.0,3740.0,3332.0,4539.0,2622.0,3740.0,3332.0,4539.0,99750,MD,4800.0,1416,2009.0,5.0,5.0,Tuesday,3.3,6.0,NO,Front,5.0,-13053.357833918015,1045.8611122726982,0
3858,15613,63063,9/28/2010,MANHEIM,2004.0,6.0,CHRYSLER,STRATUS,SE,SEDAN,SILVER,AUTO,Covers,51344,AMERICAN,2782.0,3803.0,5776.0,7088.0,2403.0,3230.0,5623.0,6264.0,20740,NC,5595.0,1086,2010.0,9.0,28.0,Tuesday,1.860185857594563,6.0,0,0,4.0,-9696.300938222495,-2035.6237065416067,0
3859,56927,54500,1/15/2010,OTHER,2004.0,6.0,SUZUKI,CHEROKEE,SLT,SEDAN,BLACK,AUTO,Covers,30428,JAPANESE,7913.0,10156.0,12294.0,14699.0,9599.0,11115.0,13209.0,14637.0,99761,CA,6500.0,462,2010.0,1.0,28.0,Friday,5.7,8.0,0,0,4.0,-9218.492672477068,1159.980491335206,0
3860,25253,52286,10/20/2010,MANHEIM,2006.0,4.0,GM,TRAILBLAZER,LS,SUV,GREEN,AUTO,Alloy,87711,AMERICAN,7561.0,9260.0,12181.0,14064.0,7371.0,8813.0,12010.0,13231.0,25100,TX,7740.0,1243,2010.0,10.0,20.0,Wednesday,4.2,6.0,NO,0,4.0,7256.125650873174,-2182.979810968502,0
3861,38399,56764,2/3/2009,MANHEIM,2004.0,5.0,CHRYSLER,DURANGO,ST,SUV,MAROON,AUTO,Alloy,47187,AMERICAN,6308.0,7049.0,7313.0,8113.0,6428.0,7552.0,7442.0,8656.0,16926,CA,7345.0,975,2009.0,2.0,3.0,Tuesday,4.7,8.0,NO,0,4.0,-2348.7168239929506,1909.9434076705872,0
3862,1601,16148,11/3/2010,OTHER,2009.0,1.0,FORD,MILAN,Pre,SEDAN,RED,AUTO,Alloy,86693,AMERICAN,12057.0,13439.0,16520.0,17656.0,11224.0,13983.0,15225.0,18486.0,18881,SC,9000.0,853,2010.0,11.0,3.0,Wednesday,1.634045392573491,4.0,0,0,4.0,19203.12151670013,-301.0670916111253,0
3863,20002,49224,4/1/2010,OTHER,2004.0,6.0,FORD,FOCUS,SE,SEDAN,BLACK,AUTO,Alloy,79985,AMERICAN,3426.0,4399.0,6493.0,7401.0,3218.0,4198.0,6381.0,7695.0,20207,OK,5635.0,1155,2010.0,4.0,1.0,Thursday,4.3618460815617714,7.0,0,0,4.0,-7493.19194169823,-1721.9304032656607,0
3864,34637,47779,7/7/2010,MANHEIM,2003.0,7.0,TOYOTA,TUNDRA PICKUP,SR5,CAB,MAROON,AUTO,Alloy,87606,JAPANESE,7836.0,9676.0,11165.0,13227.0,6154.0,7958.0,9494.0,11458.0,19638,FL,8750.0,1023,2010.0,7.0,7.0,Wednesday,4.7,8.0,NO,0,5.0,4444.490136336974,-1157.8295846964188,0
3865,29509,1219,3/3/2009,ADESA,2002.0,7.0,FORD,TAURUS,SES,SEDAN,GREY,AUTO,Alloy,95566,AMERICAN,2842.0,3745.0,3569.0,4545.0,2938.0,3634.0,3673.0,4425.0,8655,TN,3910.0,1353,2009.0,3.0,3.0,Tuesday,3.0,6.0,0,0,4.0,-12752.202055960845,1048.9635175655587,0
3866,2141,13196,12/6/2010,MANHEIM,2007.0,3.0,GM,IMPALA,LS,SEDAN,BLUE,AUTO,Special,91403,AMERICAN,7569.0,8763.0,10821.0,12308.0,7532.0,8862.0,11226.0,12617.0,8172,NC,7800.0,2351,2010.0,12.0,6.0,Monday,5.4757308611083575,6.0,0,0,4.0,5390.613445235988,-737.0352286040863,0
3867,17684,3060,4/14/2009,OTHER,2004.0,5.0,GM,TAHOE,LS,SUV,GREY,AUTO,Special,89574,AMERICAN,9457.0,11013.0,10714.0,12394.0,9457.0,11013.0,10714.0,12394.0,22808,TX,10385.0,1763,2009.0,4.0,14.0,Tuesday,5.3,8.0,NO,0,4.0,7661.672956071543,2583.8038405097877,0
3868,50766,57743,10/14/2009,ADESA,2006.0,4.0,GM,MAXIMA,SE,SEDAN,WHITE,AUTO,Alloy,68439,AMERICAN,5017.0,6509.0,8670.0,9987.0,5956.0,7138.0,9746.0,10667.0,25100,TX,8000.0,1703,2010.0,2.0,3.0,Wednesday,2.4,4.0,0,0,5.0,-6318.0212151942615,1581.361179529954,0
3869,48000,50007,6/12/2009,MANHEIM,2006.0,4.0,FORD,IMPALA,Bas,SUV,SILVER,AUTO,Alloy,70414,AMERICAN,8924.0,10496.0,12888.0,14580.0,10119.0,11611.0,14134.0,15616.0,21053,NM,9500.0,1389,2010.0,2.0,3.0,Friday,4.424458009534379,5.0,YES,0,4.0,5952.372482095827,-1544.0177235211056,0
3870,18492,35448,11/4/2010,OTHER,2008.0,2.0,CHRYSLER,PT CRUISER,Bas,SEDAN,BLACK,AUTO,Covers,65410,AMERICAN,6287.0,7094.0,11678.0,13176.0,6439.0,7389.0,9637.0,10494.0,99761,CA,5900.0,1215,2010.0,11.0,4.0,Thursday,2.32522768117284,5.0,0,0,4.0,2883.8275236935415,-2750.323102279941,0
3871,43198,48592,3/19/2010,MANHEIM,2005.0,4.0,TOYOTA,ALERO,LT,SEDAN,GREY,AUTO,Covers,57706,JAPANESE,7396.0,8748.0,8488.0,9948.0,7308.0,8682.0,8393.0,9877.0,19619,PA,9775.0,505,2009.0,1.0,27.0,Friday,3.4,6.0,0,0,4.0,656.2675135063039,112.42419179931315,0
3872,36052,43663,10/7/2009,MANHEIM,2005.0,4.0,CHRYSLER,PACIFICA,Bas,SPORT,MAROON,AUTO,Alloy,81280,AMERICAN,6430.0,7969.0,7444.0,9107.0,5691.0,7049.0,6646.0,8113.0,20740,VA,7260.0,1503,2009.0,10.0,7.0,Wednesday,3.8,6.0,NO,Front,4.0,-2463.5269659579003,1603.658604454867,0
3873,30621,41549,1/21/2010,MANHEIM,2006.0,4.0,GM,1500 SILVERADO,LS,CAB,GOLD,AUTO,Alloy,72689,AMERICAN,6254.0,7701.0,10851.0,12453.0,6615.0,8206.0,11316.0,12529.0,5546,FL,6735.0,1272,2010.0,1.0,21.0,Thursday,4.3,7.0,0,0,4.0,4239.147489604311,-2279.2011952816338,0
3874,36270,42580,9/30/2010,MANHEIM,2009.0,1.0,GM,MALIBU,LS,SEDAN,GREEN,AUTO,Covers,68316,AMERICAN,10428.0,11157.0,14042.0,14791.0,10170.0,11627.0,13101.0,14878.0,52492,SC,10015.0,923,2010.0,9.0,30.0,Thursday,2.634121166433618,4.0,0,0,4.0,12543.1346147978,200.72017523930512,0
3875,16948,60393,11/12/2010,ADESA,2007.0,3.0,FORD,TAURUS,SE,SEDAN,GREEN,AUTO,Covers,98633,AMERICAN,4916.0,5999.0,8598.0,9470.0,5083.0,6249.0,8433.0,9908.0,8172,TN,5195.0,1053,2010.0,11.0,12.0,Friday,2.5508063499507294,7.0,0,0,4.0,-2008.7946299340972,-1562.8203830630978,0
3876,10857,23859,7/30/2010,OTHER,2006.0,4.0,CHRYSLER,CARAVAN GRAND,Bas,MINIVAN,WHITE,AUTO,Covers,66431,AMERICAN,6461.0,7870.0,10456.0,11978.0,6011.0,7515.0,10455.0,12510.0,99750,WV,8100.0,1411,2010.0,7.0,30.0,Friday,3.3,6.0,NO,Front,4.0,3277.0998664063172,-2158.6617982004286,0
3877,21600,33864,3/30/2010,MANHEIM,2006.0,4.0,MITSUBISHI,GALANT,ES,SEDAN,RED,AUTO,Alloy,66375,JAPANESE,6884.0,7911.0,9959.0,11207.0,5968.0,7592.0,9378.0,10919.0,19619,FL,8100.0,533,2010.0,3.0,30.0,Tuesday,3.863288686868187,4.0,0,0,4.0,1878.8411454151496,-926.6879910745627,0
3878,26358,68516,7/1/2010,ADESA,2007.0,3.0,CHRYSLER,PT CRUISER,Tou,SEDAN,BLACK,AUTO,Covers,79173,AMERICAN,5941.0,6932.0,9425.0,10191.0,5501.0,6545.0,9242.0,10028.0,3453,CO,5545.0,1389,2010.0,7.0,1.0,Thursday,4.089749786165378,6.0,0,0,4.0,-222.03265403373382,-1415.0337216275295,0
3879,7775,47675,9/28/2010,MANHEIM,2007.0,3.0,GM,ION,2,SEDAN,GOLD,AUTO,Covers,82055,AMERICAN,5894.0,6994.0,9763.0,10620.0,5516.0,6804.0,9356.0,10022.0,20833,TX,4610.0,853,2010.0,9.0,28.0,Tuesday,3.253307606945397,5.0,0,0,4.0,215.12186101827217,-1616.138904501205,0
3880,37096,29340,10/16/2009,OTHER,2008.0,1.0,CHRYSLER,CALIBER,SE,WAGON,RED,AUTO,Covers,51444,AMERICAN,7298.0,7866.0,8382.0,8995.0,6805.0,7301.0,7849.0,8385.0,99761,OK,6900.0,754,2009.0,10.0,16.0,Friday,2.0,4.0,0,0,4.0,-952.9456696944084,1754.2521571478271,0
3881,24514,61392,7/14/2009,MANHEIM,2005.0,4.0,FORD,FIVE HUNDRED,SEL,SEDAN,SILVER,AUTO,Alloy,68621,AMERICAN,7094.0,8851.0,8162.0,10059.0,7094.0,8851.0,8162.0,10059.0,17675,NC,6995.0,1313,2009.0,7.0,14.0,Tuesday,3.0,6.0,0,0,4.0,1036.7848766760014,2108.659476416924,0
3882,38385,49478,11/18/2010,OTHER,2005.0,5.0,GM,VUE,-58.36232215429652,SUV,BLACK,AUTO,Alloy,72792,AMERICAN,4790.0,6081.0,8114.0,9263.0,4097.0,5293.0,7906.0,9278.0,22808,OK,6535.0,1623,2010.0,11.0,18.0,Thursday,2.2,4.0,NO,0,4.0,-3342.7277118915167,-1875.8134931983166,0
3883,4243,12263,4/17/2009,OTHER,2006.0,3.0,GM,MALIBU,LT,SEDAN,GOLD,AUTO,Covers,64838,AMERICAN,6311.0,7450.0,7316.0,8546.0,6311.0,7450.0,7316.0,8546.0,21053,CA,6300.0,923,2009.0,4.0,17.0,Friday,2.2,4.0,0,0,4.0,-2201.0614255431274,1841.3856927770034,0
3884,30547,63538,10/20/2009,MANHEIM,2007.0,2.0,GM,G6,Bas,SEDAN,SILVER,AUTO,Covers,47646,AMERICAN,7695.0,8993.0,8811.0,10212.0,6874.0,7765.0,11030.0,12249.0,17675,TN,7800.0,764,2009.0,10.0,20.0,Tuesday,2.4,4.0,0,0,4.0,3119.2331316284667,383.38476560411345,0
3885,5841,40438,9/16/2010,MANHEIM,2007.0,3.0,CHRYSLER,PT CRUISER,Bas,SEDAN,SILVER,AUTO,Covers,53701,AMERICAN,4737.934675689273,6023.9589703223755,7654.6567030655115,9388.440846026371,5576.0,6765.0,9146.0,9957.0,8655,TX,6625.0,1086,2010.0,9.0,16.0,Thursday,2.848533122156525,5.0,0,0,4.0,-1841.1626414380285,-942.9550476554804,0
3886,12368,62228,11/23/2010,ADESA,2006.0,4.0,FORD,TAURUS,SEL,SEDAN,SILVER,AUTO,Alloy,95768,AMERICAN,4379.0,5616.0,7759.0,9001.0,5181.0,6676.0,8539.0,10315.0,21047,CA,4270.0,1053,2010.0,11.0,23.0,Tuesday,2.7481708360508468,7.0,0,0,4.0,-2428.256935755329,-1230.7455786149585,0
3887,57748,40488,9/30/2010,MANHEIM,2004.0,5.0,KIA,DURANGO,LX,SEDAN,WHITE,AUTO,Alloy,68166,KOREAN,5071.0,6793.0,5977.0,7836.0,5139.0,6566.0,8390.0,9867.0,8655,TX,6825.0,728,2009.0,9.0,3.0,Thursday,3.0,6.0,0,0,4.0,-4016.753981245484,-1318.5489264376351,0
3888,19789,47907,8/18/2010,MANHEIM,2006.0,4.0,FORD,ION,SE,SEDAN,SILVER,AUTO,Alloy,76778,AMERICAN,7980.0,9576.0,12013.0,13273.0,6392.0,8097.0,10379.0,12207.0,5546,FL,7750.0,1272,2010.0,8.0,18.0,Wednesday,2.4085733268938188,6.0,0,0,4.0,5547.294809892421,-1696.582122163475,0
3889,18964,38364,10/13/2010,MANHEIM,2006.0,4.0,GM,ION,2,SEDAN,SILVER,AUTO,Covers,79325,AMERICAN,4767.0,6048.0,8166.0,9492.0,4319.0,5600.0,7659.0,8807.0,22808,TX,5445.0,803,2010.0,10.0,13.0,Wednesday,3.9621362651101024,8.0,0,0,4.0,-3365.929002255431,-1630.6221008278992,0
3890,10814,19444,3/31/2009,OTHER,2006.0,3.0,CHRYSLER,1500 RAM PICKUP,ST,CAB,SILVER,AUTO,Covers,52671,AMERICAN,7994.0,9701.0,9134.0,10977.0,10205.0,11009.0,11521.0,12390.0,20234,CA,8705.0,505,2009.0,3.0,31.0,Tuesday,3.7,7.0,NO,0,4.0,6152.550989600879,2947.6439171063475,0
3891,1921,72553,3/10/2009,ADESA,2006.0,3.0,CHRYSLER,300,Bas,SEDAN,BLACK,AUTO,Alloy,67741,AMERICAN,10234.0,11681.0,11553.0,13115.0,9958.0,11537.0,11255.0,12960.0,18111,GA,9450.0,1215,2009.0,3.0,10.0,Tuesday,2.7,6.0,0,0,4.0,9470.559046094751,2656.1517087614266,0
3892,13662,5653,2/9/2010,MANHEIM,2003.0,7.0,MITSUBISHI,LANCER,ES,SEDAN,RED,AUTO,Covers,69579,JAPANESE,2910.0,3857.0,6128.0,7320.0,3100.0,3933.0,5629.0,6789.0,835,AZ,4780.0,833,2010.0,2.0,9.0,Tuesday,4.979637601010627,7.0,0,0,4.0,-8764.630477709861,-1720.7650654786676,0
3893,15221,37167,7/14/2010,MANHEIM,2006.0,4.0,CHRYSLER,STRATUS,SXT,SEDAN,BLACK,AUTO,Alloy,51688,AMERICAN,4971.0,6217.0,8457.0,9409.0,4274.0,5464.0,6756.0,8451.0,17212,TX,6625.0,1086,2010.0,7.0,14.0,Wednesday,1.1017860391349452,6.0,0,0,4.0,-3716.328869383553,-1392.3682518159706,0
3894,21310,64662,11/17/2010,ADESA,2003.0,7.0,CHRYSLER,GRAND CHEROKEE,Lar,WAGON,BLACK,AUTO,Alloy,94543,AMERICAN,4063.0,5276.0,6913.0,7926.0,4708.0,5708.0,7490.0,8601.0,21053,AZ,6275.0,2362,2010.0,11.0,17.0,Wednesday,5.079546927811774,4.0,NO,0,4.0,-4930.9170153474015,-734.6816316899101,0
3895,35283,2471,7/6/2010,ADESA,2005.0,5.0,FORD,ESCAPE,XLT,SUV,SILVER,AUTO,Alloy,84473,AMERICAN,6340.0,7694.0,9704.0,11467.0,5786.0,7159.0,9347.0,11138.0,52117,OH,7345.0,983,2010.0,7.0,6.0,Tuesday,3.0,6.0,NO,0,4.0,1537.3548955873425,-1483.4508931846951,0
3896,57821,41684,5/6/2010,MANHEIM,2005.0,4.0,CHRYSLER,COMMANDER,Bas,SUV,RED,AUTO,Covers,63973,AMERICAN,4793.0,6060.0,5676.0,7045.0,4718.0,5847.0,8327.0,9754.0,19638,FL,8015.0,825,2009.0,11.0,4.0,Thursday,1.8,6.0,YES,0,4.0,24494.63905204186,-453.82677603633965,0
3897,10037,36854,3/10/2010,MANHEIM,2003.0,7.0,NISSAN,PATHFINDER,LE,UTILITY,WHITE,AUTO,Alloy,83487,JAPANESE,7271.0,8734.0,11099.0,13310.0,7136.0,8499.0,10801.0,12450.0,25100,TX,8585.0,1543,2010.0,3.0,10.0,Wednesday,2.208716794411756,6.0,YES,0,4.0,5340.0725049706625,-1541.3661629793867,0
3898,47440,69805,9/23/2009,ADESA,2006.0,3.0,GM,PT CRUISER,LX,CAB,RED,AUTO,Special,74824,AMERICAN,5901.0,7454.0,9657.0,11598.0,5479.0,7013.0,9070.0,10773.0,20234,AZ,9895.0,1155,2009.0,12.0,17.0,Wednesday,3.3,5.0,0,0,4.0,-7657.125419581496,1430.3917999916891,0
3899,53168,40280,9/10/2009,MANHEIM,2004.0,5.0,GM,FIVE HUNDRED,SLT,COUPE,BLUE,AUTO,Alloy,51588,AMERICAN,7464.0,8970.0,8561.0,10188.0,6818.0,8129.0,10634.0,12102.0,19638,FL,7710.0,1500,2009.0,10.0,7.0,Thursday,5.7,8.0,0,0,4.0,2353.1250557530348,2445.396765868754,0
